UPC,Zoro_No,URL,ASIN,BSR,Price,Price difference,First Category,Seller
632393650052,G1871694,https://www.amazon.com/Manufacturer-Varies-CpNt-HgCrn-CPB146-1/dp/B07BLWXXJB/ref=sr_1_1?dib=eyJ2IjoiMSJ9.IXBUtH_CPJ16D137z2LK1A.0aEqdDdpiD3GH62iuwhm49tm6S_LA-aO1tJSwVrHzAo&dib_tag=se&keywords=632393650052&qid=1729109080&sr=8-1,B07BLWXXJB,N/A,11.85,7.31469,N/A,"SIM Supply, Inc."
190735976036,G1923577,https://www.amazon.com/Hex-Nut-16-18-Gr-PK100/dp/B08TJ3LBZJ/ref=sr_1_1?dib=eyJ2IjoiMSJ9.x70DmEj5t-uzvk5GO0eNfg.Eil_plg4n0Ud4kKl5UiwqierrcFj0gYDyIRUB-2xZaw&dib_tag=se&keywords=190735976036&qid=1729109105&sr=8-1,B08TJ3LBZJ,N/A,40.80,21.756509999999995,N/A,"SIM Supply, Inc."
715005432694,G0301296,https://www.amazon.com/s?k=715005432694,N/A,N/A,N/A,N/A,N/A,N/A
190735976258,G2004390,https://www.amazon.com/s?k=190735976258,N/A,N/A,N/A,N/A,N/A,N/A
087302660521,G0602253,https://www.amazon.com/s?k=087302660521,N/A,N/A,N/A,N/A,N/A,N/A
190735983966,G9905038,https://www.amazon.com/s?k=190735983966,N/A,N/A,N/A,N/A,N/A,N/A
841213005778,G5127595,https://www.amazon.com/Spring-M6-1-00-Steel-PK25-Pieces/dp/B08GZYNRYS/ref=sr_1_1?dib=eyJ2IjoiMSJ9.Xc2eJU0F0zEjXVzA46UGKrhk2-xB8najMqtp7-YnYF0.WcFKmxIsuDAUSpOQiIpp4xjs36j-PIaVDKWH76QUX_Y&dib_tag=se&keywords=841213005778&qid=1729109168&sr=8-1,B08GZYNRYS,N/A,20.61,12.718319999999999,N/A,TERRATREE INC
841213005778,G5127595,https://www.amazon.com/MAIN-ST-COLLECTIVE-Black-Extruded/dp/B0DHTP377C/ref=sr_1_2?dib=eyJ2IjoiMSJ9.Xc2eJU0F0zEjXVzA46UGKrhk2-xB8najMqtp7-YnYF0.WcFKmxIsuDAUSpOQiIpp4xjs36j-PIaVDKWH76QUX_Y&dib_tag=se&keywords=841213005778&qid=1729109168&sr=8-2,B0DHTP377C,N/A,14.90,7.00832,N/A,N/A
096653974928,G1040584,https://www.amazon.com/s?k=096653974928,N/A,N/A,N/A,N/A,N/A,N/A
847656003449,G1843138,https://www.amazon.com/s?k=847656003449,N/A,N/A,N/A,N/A,N/A,N/A
074130007000,G4020922,https://www.amazon.com/Valvoline-Hydraulic-Fluid-Gal/dp/B00AC7Q65E/ref=sr_1_1?dib=eyJ2IjoiMSJ9.lA5r2YT8byaxVMjFl57n4Q.TfRlrDd2ZjEGOHPPpN6dMwtkobpBwIgCM_V6pKcey6Q&dib_tag=se&keywords=074130007000&qid=1729109230&sr=8-1,B00AC7Q65E,"4,643,264",122.77,-19.17197,Automotive,WarriorSupplies
816692021298,G5100560,https://www.amazon.com/s?k=816692021298,N/A,N/A,N/A,N/A,N/A,N/A
096523871432,G2656211,https://www.amazon.com/Renewable-Lubricants-Bio-Food-Hydraulic-Gallon/dp/B00C3M4OAU/ref=sr_1_1?dib=eyJ2IjoiMSJ9.01w225uMOo3uZoWZmmLgVQ.xdfcNoezF8_GNIktRlJPkqgkNc-t7nEWsx1nuTmg_i4&dib_tag=se&keywords=096523871432&qid=1729109259&sr=8-1,B00C3M4OAU,"688,387",95.40,-6.2414699999999925,Industrial & Scientific,TERRATREE INC
096523872545,G1739464,https://www.amazon.com/Gear-Oil-Bio-Based-ISO-220/dp/B00C3M55FI/ref=sr_1_1?dib=eyJ2IjoiMSJ9.68jplgGNfTg1CiPc9FH9Fw.lsvr8wwl3_1BfapV4qOfOAOUuzF8gXJ9UxE5VqxftkY&dib_tag=se&keywords=096523872545&qid=1729109283&sr=8-1,B00C3M55FI,"4,640,703",412.48,-16.978970000000004,Automotive,SEKEGE
190735978047,G7596526,https://www.amazon.com/s?k=190735978047,N/A,N/A,N/A,N/A,N/A,N/A
190735977934,G7596587,https://www.amazon.com/s?k=190735977934,N/A,N/A,N/A,N/A,N/A,N/A
848790056544,G0401466,https://www.amazon.com/Forge-Chris-Fabry/dp/1496489209/ref=sr_1_1_sspa?keywords=848790056544&qid=1729109325&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,1496489209,"363,936",25.99,3.0848799999999983,Books,Amazon.com
736791021886,G6190441,https://www.amazon.com/Clevis-Pin-Stnless-Steel-Dia/dp/B07B6BJ4MS/ref=sr_1_1?dib=eyJ2IjoiMSJ9.xUloy2YbRR2TqvAKkot37Q.SuNys9Xizc97CeMSUPzrfkxSL-oEB81FGYlLH6vxLZg&dib_tag=se&keywords=736791021886&qid=1729109351&sr=8-1,B07B6BJ4MS,N/A,16.99,14.235129999999998,N/A,N/A
724920065092,G3765382,https://www.amazon.com/BUYERS-Linch-Manufacturer-Part-Number/dp/B008Y1XVDU/ref=sr_1_1?dib=eyJ2IjoiMSJ9.bIjvfh06cgWAWMCmxZcJoQ.L_XyBgiT-0YwZaecsq1j9n5xaG5vgdafc8rLyxylN0I&dib_tag=se&keywords=724920065092&qid=1729109379&sr=8-1,B008Y1XVDU,N/A,5.93,5.4006799999999995,N/A,sa retail inc
724920245050,G610877228,https://www.amazon.com/s?k=724920245050,N/A,N/A,N/A,N/A,N/A,N/A
190735970560,G0344079,https://www.amazon.com/HHCS-16-14x3-Steel-Plain-PK10/dp/B07YLT5V5Q/ref=sr_1_1?dib=eyJ2IjoiMSJ9.z4pQpVrsBvtNwPe_23zGUw.JJsu7LWI7PE9c4JdaQzGWTJTxJc-BaroPHnuEIVOw84&dib_tag=se&keywords=190735970560&qid=1729109415&sr=8-1,B07YLT5V5Q,N/A,16.07,7.745239999999999,N/A,"SIM Supply, Inc."
008236873726,G2992421,https://www.amazon.com/12-Pcs-Insect-Resin-Collection/dp/B0CKTVD266/ref=sr_1_1_sspa?keywords=008236873726&qid=1729109440&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B0CKTVD266,"14,836",25.95,19.574099999999998,Industrial & Scientific,Amazon
008236873726,G2992421,https://www.amazon.com/GIFTINBOX-Complete-Utensils-Accessories-Ultimate/dp/B09MRGWR6N/ref=sr_1_2_sspa?keywords=008236873726&qid=1729109440&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&th=1,B09MRGWR6N,"40,725",25.99,19.614099999999997,Toys & Games,Amazon
190735968482,G0340411,https://www.amazon.com/s?k=190735968482,N/A,N/A,N/A,N/A,N/A,N/A
190735962916,G3031874,https://www.amazon.com/s?k=190735962916,N/A,N/A,N/A,N/A,N/A,N/A
190735984109,G9905117,https://www.amazon.com/Carriage-Bolt-Square-M8-1-25-PK25/dp/B08HJPZFZ3/ref=sr_1_1?dib=eyJ2IjoiMSJ9.6Zfz_vLXILB-VWy7EySJAg.JBmgGPma8jcQh9m8ufNKUFonyAIi7F1v3AN2CW-IzX8&dib_tag=se&keywords=190735984109&qid=1729109493&sr=8-1,B08HJPZFZ3,N/A,17.88,7.931189999999999,N/A,"SIM Supply, Inc."
190735944073,G2609862,https://www.amazon.com/GARMONT-Lightweight-Compliant-Military-Tactical/dp/B01INLUHO6/ref=sr_1_1_sspa?keywords=190735944073&qid=1729109518&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B01INLUHO6,"42,155",170.00,158.89631,,Amazon
190735961797,G1935902,https://www.amazon.com/School-Money-Blu-ray-Comedy-Collection/dp/B0BRT9FSF4/ref=sr_1_1_sspa?keywords=190735961797&qid=1729109547&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B0BRT9FSF4,"5,369",12.99,-6.486570000000002,Movies & TV,Amazon
190735966020,G0326527,https://www.amazon.com/HHCS-16-20x3-Steel-Gr-PK25/dp/B07YLTVK1N/ref=sr_1_1?dib=eyJ2IjoiMSJ9.FB3xPlJgtyjLYsl6zt8U5w.J6sVGCoqq7LgUIwpOpxjy41nAxtb1Wb4evy-XItmq4g&dib_tag=se&keywords=190735966020&qid=1729109570&sr=8-1,B07YLTVK1N,N/A,19.22,8.441119999999998,N/A,"SIM Supply, Inc."
087302652137,G3247501,https://www.amazon.com/s?k=087302652137,N/A,N/A,N/A,N/A,N/A,N/A
190735969151,G0341260,https://www.amazon.com/s?k=190735969151,N/A,N/A,N/A,N/A,N/A,N/A
190735964729,G0325206,https://www.amazon.com/HHCS-8-9x3-1-Steel-Gr-PK5/dp/B07YLT6CTN/ref=sr_1_1?dib=eyJ2IjoiMSJ9.K4Tcy9SVYSBBTv_Il13_9Q.9Z_Us7zaKzlGlDkdkMY9YVcPGsE55wPxkBs-vv3Iqs8&dib_tag=se&keywords=190735964729&qid=1729110044&sr=8-1,B07YLT6CTN,"147,572",32.02,9.4036,Industrial & Scientific,"SIM Supply, Inc."
190735963548,G0317101,https://www.amazon.com/s?k=190735963548,N/A,N/A,N/A,N/A,N/A,N/A
190735976180,G1924548,https://www.amazon.com/s?k=190735976180,N/A,N/A,N/A,N/A,N/A,N/A
190735966952,G0327470,https://www.amazon.com/HHCS-8-16x2-Steel-Gr-PK25/dp/B07Q5HJ1Y9/ref=sr_1_1?dib=eyJ2IjoiMSJ9.hmOvaNnYSfSTIq6Lhr9lPA.9DoNDfmySp4qI4DBcm4H9Jqq-1hRGZqT4BULRPohmbA&dib_tag=se&keywords=190735966952&qid=1729110085&sr=8-1,B07Q5HJ1Y9,N/A,19.22,8.080219999999999,N/A,"SIM Supply, Inc."
082893310435,G0279386,https://www.amazon.com/s?k=082893310435,N/A,N/A,N/A,N/A,N/A,N/A
190735967232,G0327769,https://www.amazon.com/s?k=190735967232,N/A,N/A,N/A,N/A,N/A,N/A
190735967034,G0327559,https://www.amazon.com/s?k=190735967034,N/A,N/A,N/A,N/A,N/A,N/A
190735945988,G2933290,https://www.amazon.com/1U5Z9278BA-Freestyle-Taurus-Jaguar-XF-Lincoln-Cougar-Mercury/dp/B0CHQ6SH2X/ref=sr_1_1_sspa?keywords=190735945988&qid=1729110139&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B0CHQ6SH2X,"534,951",37.54,35.06182,Automotive,Amazon
190735965832,G0326326,https://www.amazon.com/HHCS-2-13x4-Steel-Plain-PK5/dp/B07YLT7H7H/ref=sr_1_1?dib=eyJ2IjoiMSJ9.hLA8rINzCTyMp1kjevUaUw.9kfFBAaBczdQJn0B49fOFKtXN0MuXQodKCITF4znWLk&dib_tag=se&keywords=190735965832&qid=1729110160&sr=8-1,B07YLT7H7H,"1,280,109",14.25,7.874099999999999,Industrial & Scientific,"SIM Supply, Inc."
190735965078,G0325556,https://www.amazon.com/HHCS-16-12x3-1-Steel-Gr-PK10/dp/B07YLTMGTF/ref=sr_1_1?dib=eyJ2IjoiMSJ9.knESwAMh8MuLA0cjpLGFVg.iFMht24Aw_AB3yVWo8CgREWAHyuTF1kqo59Lpgjoub8&dib_tag=se&keywords=190735965078&qid=1729110183&sr=8-1,B07YLTMGTF,N/A,26.94,8.870940000000001,N/A,"SIM Supply, Inc."
190735965788,G0326271,https://www.amazon.com/HHCS-8-11x3-1-Steel-Plain-PK5/dp/B07YLSYL41/ref=sr_1_1?dib=eyJ2IjoiMSJ9.2ouqVrrS49kKYiHWBiTdfw.dndmz4hLajJubED-dBYkd-VCuhVzQHh-zYW6rNrv6VY&dib_tag=se&keywords=190735965788&qid=1729110208&sr=8-1,B07YLSYL41,N/A,14.69,6.7983199999999995,N/A,"SIM Supply, Inc."
190735961674,G1862996,https://www.amazon.com/1U5Z9278BA-Freestyle-Taurus-Jaguar-XF-Lincoln-Cougar-Mercury/dp/B0CHQ6SH2X/ref=sr_1_1_sspa?keywords=190735961674&qid=1729110232&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B0CHQ6SH2X,"534,951",37.54,14.634879999999999,Automotive,Amazon
190735961674,G1862996,https://www.amazon.com/SCHNECKE-26-27813-compatible-Chevrolet-Trailblazer/dp/B092QR4P2N/ref=sr_1_2_sspa?keywords=190735961674&qid=1729110232&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B092QR4P2N,"886,746",16.94,-5.965119999999999,Automotive,Amazon
190735961674,G1862996,https://www.amazon.com/SCHNECKE-26-27716-pressure-compatible-Wrangler/dp/B092QNKLVW/ref=sr_1_3_sspa?keywords=190735961674&qid=1729110232&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B092QNKLVW,"77,714",12.69,-10.21512,Automotive,Amazon
632393602501,G0708373,https://www.amazon.com/Materro-MPB3044-3-8-Pieces/dp/B07YLT94T1/ref=sr_1_1?dib=eyJ2IjoiMSJ9.40tFaAbj-EV3shNPbWSJQQ.y6b-Z7j-q0bB5yOCvCWPeJR-peou3OtlBdYJRUxLjHo&dib_tag=se&keywords=632393602501&qid=1729110274&sr=8-1,B07YLT94T1,N/A,16.27,7.764789999999998,N/A,"SIM Supply, Inc."
190735976685,G2602166,https://www.amazon.com/s?k=190735976685,N/A,N/A,N/A,N/A,N/A,N/A
190735969953,G0342749,https://www.amazon.com/HHCS-16-24x1-1-Steel-Plain-PK100/dp/B08TKDX9M6/ref=sr_1_1?dib=eyJ2IjoiMSJ9.WdD1OWY_vcWdqs3akbXNxw.1IbuiRBticR4ESP4YjyVo4WYf5f5dL6y30s4XK8N5qY&dib_tag=se&keywords=190735969953&qid=1729110308&sr=8-1,B08TKDX9M6,N/A,25.81,8.751459999999998,N/A,"SIM Supply, Inc."
190735969441,G0341778,https://www.amazon.com/s?k=190735969441,N/A,N/A,N/A,N/A,N/A,N/A
190735961858,G1982346,https://www.amazon.com/Hex-Cap-Screw-8-11x4-1-PK5/dp/B08TKMFLM8/ref=sr_1_1?dib=eyJ2IjoiMSJ9.ZAr_oDOWc3H8uQuymthkdw.euiIipOcZSfiQj0E6j8qFHyd8adSZJEKagTMa0ttR0Y&dib_tag=se&keywords=190735961858&qid=1729110343&sr=8-1,B08TKMFLM8,N/A,22.94,10.17617,N/A,AgileCollection
190735969472,G0341805,https://www.amazon.com/1U5Z9278BA-Freestyle-Taurus-Jaguar-XF-Lincoln-Cougar-Mercury/dp/B0CHQ6SH2X/ref=sr_1_1_sspa?keywords=190735969472&qid=1729110367&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B0CHQ6SH2X,"534,951",37.54,28.457349999999998,Automotive,Amazon
190735969472,G0341805,https://www.amazon.com/12673134-Pressure-Compatible-Cadillac-Chevrolet/dp/B0BPBCWL6J/ref=sr_1_2_sspa?keywords=190735969472&qid=1729110367&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B0BPBCWL6J,"775,535",24.89,15.80735,Automotive,Amazon
190735969472,G0341805,https://www.amazon.com/SCHNECKE-26-27813-compatible-Chevrolet-Trailblazer/dp/B092QR4P2N/ref=sr_1_3_sspa?keywords=190735969472&qid=1729110367&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B092QR4P2N,"886,746",16.94,7.85735,Automotive,Amazon
632393602464,G0250162,https://www.amazon.com/s?k=632393602464,N/A,N/A,N/A,N/A,N/A,N/A
190735965580,G0326061,https://www.amazon.com/HHCS-16-18x2-1-Steel-Gr-PK50/dp/B07YLV4HYX/ref=sr_1_1?dib=eyJ2IjoiMSJ9.Zjant0DioJugAiCdfMAQDw.Rklqxf3gnFI5rT4kr2bVz-_rzbW6bCyyz77PoUEUGz4&dib_tag=se&keywords=190735965580&qid=1729110417&sr=8-1,B07YLV4HYX,N/A,26.94,9.44838,N/A,"SIM Supply, Inc."
190735960493,G0804413,https://www.amazon.com/Hex-Cap-Screw-8-16x5-PK10/dp/B07YLSYMQD/ref=sr_1_1?dib=eyJ2IjoiMSJ9.KMteUXvWtOjzWVmhSeaLaQ.iiQrUsN36Joc3HW3HGhqCeoHUd8hIKACXcnyiCqkqzo&dib_tag=se&keywords=190735960493&qid=1729110442&sr=8-1,B07YLSYMQD,N/A,24.85,8.657619999999998,N/A,"SIM Supply, Inc."
082893284484,G1264051,https://www.amazon.com/Double-Magnetic-Compatiable-Magsafe-MS-01-Black/dp/B0D2VNK1LP/ref=sr_1_1_sspa?keywords=082893284484&qid=1729110467&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&th=1,B0D2VNK1LP,"2,833",19.95,6.680909999999999,Cell Phones & Accessories,Amazon
082893284484,G1264051,https://www.amazon.com/Refrigerator-Compatible-KitchenAid-Replacement-12723206AP/dp/B0DFXXXX13/ref=sr_1_2_sspa?keywords=082893284484&qid=1729110467&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B0DFXXXX13,"186,008",118.44,105.17090999999999,Tools & Home Improvement,Amazon
082893284484,G1264051,https://www.amazon.com/3949247-Whirlpool-Kenmore-Washing-Machines/dp/B08BLCGLF7/ref=sr_1_3_sspa?keywords=082893284484&qid=1729110467&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B08BLCGLF7,"44,163",9.27,-3.9990900000000007,Tools & Home Improvement,Amazon
190735966709,G0327227,https://www.amazon.com/240530811-AP3960009-Refrigerator-Compatible-Frigidaire/dp/B0CNVWJGTR/ref=sr_1_1_sspa?keywords=190735966709&qid=1729110513&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,B0CNVWJGTR,"216,353",53.19,44.54043,Tools & Home Improvement,Amazon
087302647881,G2631483,https://www.amazon.com/Choice-Words-Peter-Johnston/dp/162531647X/ref=sr_1_1_sspa?keywords=087302647881&qid=1729110535&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,162531647X,"193,558",24.95,18.03275,Books,Amazon.com
190735968932,G0341035,https://www.amazon.com/s?k=190735968932,N/A,N/A,N/A,N/A,N/A,N/A
190735962640,G2798101,https://www.amazon.com/s?k=190735962640,N/A,N/A,N/A,N/A,N/A,N/A
190735970287,G0343625,https://www.amazon.com/s?k=190735970287,N/A,N/A,N/A,N/A,N/A,N/A
190735966648,G0327166,https://www.amazon.com/HHCS-8-11x2-1-Steel-Gr-PK5/dp/B07YLSZCKP/ref=sr_1_1?dib=eyJ2IjoiMSJ9.CdHNqNTCTEb3Vrx7Tqs1UQ.0uO5Hyz8x00IB3fM9U1gVnvobtSaNQ0Gy0XLe86M5hc&dib_tag=se&keywords=190735966648&qid=1729110587&sr=8-1,B07YLSZCKP,N/A,14.22,7.55538,N/A,"SIM Supply, Inc."
190735969847,G0342548,https://www.amazon.com/s?k=190735969847,N/A,N/A,N/A,N/A,N/A,N/A
190735971680,G0345390,https://www.amazon.com/HHCS-4-20x3-Steel-Plain-PK100/dp/B07YLVBYVR/ref=sr_1_1?dib=eyJ2IjoiMSJ9.A19yttvWwn26AmtGXGw9kw.SlfgiyuGgT04_xfyxDnzrUMy4OO2JWu5UVeNfiYV3h0&dib_tag=se&keywords=190735971680&qid=1729110622&sr=8-1,B07YLVBYVR,N/A,16.64,7.8099799999999995,N/A,"SIM Supply, Inc."
190735973158,G0691096,https://www.amazon.com/HHCS-4-10x2-1-Steel-Gr-PK5/dp/B07YLSS3VJ/ref=sr_1_1?dib=eyJ2IjoiMSJ9.mbr0xi4VG2BT3AG7Ixo_pw.wIciD0pxAVKU-b_xStICwYXELgpNe9FSgT_EzJ1MRIc&dib_tag=se&keywords=190735973158&qid=1729110647&sr=8-1,B07YLSS3VJ,N/A,23.64,8.53032,N/A,"SIM Supply, Inc."
614121181595,G3309979,https://www.amazon.com/PRECISION-METALS-5PK-020-8159/dp/B000BQURB0/ref=sr_1_1?dib=eyJ2IjoiMSJ9.XQgslo7Vc1tk7yqZ0mN8XEMit5LEJVc_HrmETp7MVgo.e9l9iEIlyHLGOQFa46Q54wfHgkzc9lz7PylCTl_vOKs&dib_tag=se&keywords=614121181595&qid=1729110672&sr=8-1&th=1,B000BQURB0,"26,056",4.97,3.3940699999999997,Industrial & Scientific,Amazon
614121181595,G3309979,https://www.amazon.com/Solid-Rod-0-020-Brass-Pack/dp/B00PCHK9F2/ref=sr_1_2?dib=eyJ2IjoiMSJ9.XQgslo7Vc1tk7yqZ0mN8XEMit5LEJVc_HrmETp7MVgo.e9l9iEIlyHLGOQFa46Q54wfHgkzc9lz7PylCTl_vOKs&dib_tag=se&keywords=614121181595&qid=1729110672&sr=8-2,B00PCHK9F2,"721,614",6.51,4.93407,Industrial & Scientific,Amazon
614121102583,G6073191,https://www.amazon.com/PRECISION-METALS-258-Metal-ASSTD/dp/B001BRT4CG/ref=sr_1_1?dib=eyJ2IjoiMSJ9.GhaXvrz_ALQcYh6QXS7s-fF0xfpcpRQIPg73gfWIdU_GjHj071QN20LucGBJIEps.H3AYlmakkpmTDljxmJNGhN3DyNy_6QOjdsSzoHpHo6w&dib_tag=se&keywords=614121102583&qid=1729110707&sr=8-1,B001BRT4CG,"142,125",8.93,-14.011210000000002,Industrial & Scientific,Amazon
614121102583,G6073191,https://www.amazon.com/Engineering-258-Brass-Metal-Assorted/dp/B000H5WGDM/ref=sr_1_2?dib=eyJ2IjoiMSJ9.GhaXvrz_ALQcYh6QXS7s-fF0xfpcpRQIPg73gfWIdU_GjHj071QN20LucGBJIEps.H3AYlmakkpmTDljxmJNGhN3DyNy_6QOjdsSzoHpHo6w&dib_tag=se&keywords=614121102583&qid=1729110707&sr=8-2,B000H5WGDM,"917,477",3.98,-18.96121,Industrial & Scientific,bestbrandsupply
614121102583,G6073191,https://www.amazon.com/K-S-Sheet-Brass-Boxed/dp/B009YO0A3U/ref=sr_1_3?dib=eyJ2IjoiMSJ9.GhaXvrz_ALQcYh6QXS7s-fF0xfpcpRQIPg73gfWIdU_GjHj071QN20LucGBJIEps.H3AYlmakkpmTDljxmJNGhN3DyNy_6QOjdsSzoHpHo6w&dib_tag=se&keywords=614121102583&qid=1729110707&sr=8-3,B009YO0A3U,"1,365,985",23.29,0.3487899999999975,Industrial & Scientific,MaxWarehouse
614121181526,G3309489,https://www.amazon.com/Precision-Metals-8152-32x12-Brass/dp/B00FZS29II/ref=sr_1_1?dib=eyJ2IjoiMSJ9.dokjpIYAEMbOAWYe_6WyqikF5wkWXsG7TQB55QmWLf8.vx8Z2hme6jyeC_uVVvHoRUr7odISfUt3Z564p4x9Zhg&dib_tag=se&keywords=614121181526&qid=1729110750&sr=8-1&th=1,B00FZS29II,"54,519",4.88,2.40182,Industrial & Scientific,Amazon
